465 ,1 ,489,2015
411 ,0 ,852,2015
543 ,1 ,1281,2015
477 ,0 ,1227,2015
466 ,1 ,1141.5,2015
497 ,1 ,1209,2015
384 ,0 ,1357.5,2015
317 ,1 ,1096.5,2015
558 ,0 ,1215,2015
538 ,0 ,1215,2015
312 ,1 ,417,2015
526 ,1 ,532.5,2015
307 ,0 ,328.5,2015
471 ,0 ,261,2015
312 ,0 ,366,2015
328 ,1 ,381,2015
475 ,0 ,358.5,2015
463 ,0 ,417,2015
315 ,1 ,609,2015
469 ,1 ,769.5,2015
438 ,0 ,1264.5,2015
335 ,0 ,2074.5,2015
380 ,0 ,2205,2015
305 ,1 ,2205,2015
423 ,1 ,216,2015
516 ,1 ,349.5,2015
434 ,0 ,216,2015
349 ,1 ,111,2015
418 ,0 ,171,2015
419 ,0 ,162,2015
485 ,0 ,189,2015
517 ,1 ,214.5,2015
416 ,0 ,163.5,2015
317 ,0 ,309,2015
557 ,1 ,345,2015
332 ,0 ,678,2015
542 ,0 ,1032,2015
370 ,1 ,1032,2015
356 ,1 ,39,2015
451 ,0 ,81,2015
413 ,0 ,133.5,2015
365 ,0 ,150,2015
320 ,1 ,117,2015
506 ,0 ,204,2015
545 ,0 ,342,2015
360 ,0 ,282,2015
364 ,1 ,264,2015
432 ,0 ,264,2015
402 ,0 ,399,2015
325 ,1 ,301.5,2015
394 ,0 ,390,2015
549 ,0 ,390,2015
521 ,0 ,225,2015
510 ,0 ,360,2015
383 ,1 ,283.5,2015
352 ,0 ,177,2015
551 ,1 ,135,2015
510 ,0 ,108,2015
507 ,1 ,213,2015
367 ,1 ,184.5,2015
525 ,0 ,217.5,2015
452 ,0 ,202.5,2015
340 ,0 ,340.5,2015
465 ,1 ,655.5,2015
424 ,0 ,840,2015
470 ,0 ,840,2015
376 ,1 ,573,2015
477 ,1 ,987,2015
557 ,0 ,747,2015
395 ,0 ,427.5,2015
527 ,0 ,330,2015
512 ,0 ,393,2015
309 ,0 ,462,2015
428 ,1 ,634.5,2015
381 ,1 ,634.5,2015
305 ,1 ,829.5,2015
301 ,0 ,1108.5,2015
356 ,0 ,1752,2015
451 ,0 ,2286,2015
303 ,0 ,2286,2015
477 ,0 ,132,2015
462 ,1 ,342,2015
366 ,0 ,505.5,2015
559 ,1 ,412.5,2015
348 ,1 ,387,2015
424 ,0 ,543,2015
477 ,0 ,672,2015
374 ,1 ,772.5,2015
526 ,1 ,1003.5,2015
518 ,1 ,969,2015
467 ,0 ,985.5,2015
543 ,1 ,1048.5,2015
532 ,0 ,1029,2015
561 ,1 ,1029,2015
462 ,0 ,663,2015
419 ,1 ,1066.5,2015
395 ,0 ,778.5,2015
465 ,0 ,414,2015
487 ,1 ,417,2015
552 ,0 ,420,2015
432 ,0 ,466.5,2015
462 ,1 ,508.5,2015
454 ,0 ,630,2015
402 ,0 ,783,2015
313 ,0 ,1074,2015
559 ,1 ,1836,2015
379 ,0 ,2274,2015
471 ,0 ,2274,2015
441 ,1 ,84,2015
363 ,1 ,123,2015
,,,
,,,
,,,
,,,
