변환,원자료
"2020/10","88.689"
"2020/11","90.181"
"2020/12","91.176"
"2021/01","91.934"
"2021/02","92.627"
"2021/03","93.273"
"2021/04","93.835"
"2021/05","94.372"
"2021/06","95.202"
"2021/07","96.053"
"2021/08","97.040"
"2021/09","97.976"
"2021/10","98.579"
"2021/11","99.301"
"2021/12","99.728"
"2022/01","100.000"
"2022/02","100.217"
"2022/03","100.330"
"2022/04","100.548"
"2022/05","100.789"
"2022/06","100.928"
"2022/07","100.965"
"2022/08","100.876"
"2022/09","100.773"
"2022/10","100.264"
